data,regio_sanitaria,diagnostic,casos
2024-03-08,Catalunya Central,Faringoamigdalitis,84
2024-03-08,Catalunya Central,Escarlatina,7
2024-03-08,Penedès,COVID-19,11
2024-03-08,Penedès,Escarlatina,4
2024-03-08,Penedès,Pneumònia,22
2024-03-08,Terres de l'Ebre,COVID-19,4
2024-03-08,Terres de l'Ebre,Altres IRA,185
2024-03-08,Penedès,Faringoamigdalitis,101
2024-03-08,Terres de l'Ebre,Faringoamigdalitis,70
2024-03-08,Terres de l'Ebre,Faringoamigdalitis estreptocòccica,29
2024-03-08,Terres de l'Ebre,Grip,9
2024-03-08,Terres de l'Ebre,Impetigen,4
2024-03-08,Camp de Tarragona,Bronquiolitis,4
2024-03-08,Terres de l'Ebre,Pneumònia,14
2024-03-08,Barcelona Metropolitana Sud,Pneumònia,70
2024-03-08,Penedès,Impetigen,18
2024-03-08,Penedès,Grip,27
2024-03-08,Penedès,Faringoamigdalitis estreptocòccica,31
2024-03-08,Camp de Tarragona,Altres IRA,469
2024-03-09,Barcelona Metropolitana Nord,Pneumònia,41
2024-03-09,Alt Pirineu i Aran,Escarlatina,1
2024-03-09,Alt Pirineu i Aran,Faringoamigdalitis,8
2024-03-09,Alt Pirineu i Aran,COVID-19,1
2024-03-09,Alt Pirineu i Aran,Altres IRA,19
2024-03-09,Barcelona Metropolitana Sud,Altres IRA,282
2024-03-09,Barcelona Ciutat,Faringoamigdalitis estreptocòccica,30
2024-03-09,Camp de Tarragona,Pneumònia,15
2024-03-09,Catalunya Central,Altres IRA,79
2024-03-09,Catalunya Central,COVID-19,4
2024-03-09,Barcelona Metropolitana Sud,COVID-19,15
2024-03-09,Barcelona Metropolitana Sud,Faringoamigdalitis,121
2024-03-09,Barcelona Metropolitana Sud,Faringoamigdalitis estreptocòccica,41
2024-03-09,Barcelona Metropolitana Sud,Bronquiolitis,3
2024-03-09,Alt Pirineu i Aran,Faringoamigdalitis estreptocòccica,3
2024-03-09,Camp de Tarragona,Impetigen,3
2024-03-09,Alt Pirineu i Aran,Pneumònia,1
2024-03-09,Barcelona Ciutat,Grip,16
2024-03-09,Barcelona Ciutat,Impetigen,4
2024-03-09,Barcelona Ciutat,Pneumònia,36
2024-03-09,Barcelona Metropolitana Nord,Altres IRA,480
2024-03-09,Barcelona Metropolitana Nord,Bronquiolitis,8
2024-03-09,Barcelona Metropolitana Nord,COVID-19,26
2024-03-09,Barcelona Metropolitana Nord,Escarlatina,14
2024-03-09,Barcelona Metropolitana Sud,Escarlatina,6
2024-03-09,Barcelona Metropolitana Nord,Faringoamigdalitis,190
2024-03-09,Barcelona Metropolitana Nord,Faringoamigdalitis estreptocòccica,63
2024-03-09,Barcelona Metropolitana Nord,Grip,16
2024-03-09,Barcelona Metropolitana Nord,Impetigen,11
2024-03-09,Barcelona Ciutat,Faringoamigdalitis,104
2024-03-09,Camp de Tarragona,Bronquiolitis,1
2024-03-09,Barcelona Ciutat,Escarlatina,2
2024-03-09,Barcelona Ciutat,COVID-19,39
2024-03-09,Barcelona Ciutat,Bronquiolitis,1
2024-03-09,Barcelona Ciutat,Altres IRA,247
2024-03-09,Camp de Tarragona,COVID-19,8
2024-03-09,Camp de Tarragona,Escarlatina,1
2024-03-09,Camp de Tarragona,Faringoamigdalitis,71
2024-03-09,Camp de Tarragona,Faringoamigdalitis estreptocòccica,41
2024-03-09,Camp de Tarragona,Grip,5
2024-03-09,Alt Pirineu i Aran,Impetigen,2
2024-03-09,Barcelona Metropolitana Sud,Impetigen,4
2024-03-09,Barcelona Metropolitana Sud,Grip,4
2024-03-09,Catalunya Central,Faringoamigdalitis,34
2024-03-09,No disponible,Faringoamigdalitis estreptocòccica,1
2024-03-09,No disponible,Pneumònia,3
2024-03-09,Penedès,Altres IRA,116
2024-03-09,Penedès,Bronquiolitis,1
2024-03-09,Penedès,COVID-19,7
2024-03-09,Penedès,Escarlatina,1
2024-03-09,Penedès,Faringoamigdalitis,39
2024-03-09,Penedès,Faringoamigdalitis estreptocòccica,21
2024-03-09,Penedès,Grip,7
2024-03-09,Penedès,Impetigen,2
2024-03-09,Penedès,Pneumònia,4
2024-03-09,Terres de l'Ebre,Altres IRA,85
2024-03-09,Terres de l'Ebre,Bronquiolitis,1
2024-03-09,Terres de l'Ebre,COVID-19,4
2024-03-09,Terres de l'Ebre,Escarlatina,1
2024-03-09,Terres de l'Ebre,Faringoamigdalitis,26
2024-03-09,Terres de l'Ebre,Faringoamigdalitis estreptocòccica,9
2024-03-09,Barcelona Metropolitana Sud,Pneumònia,26
2024-03-09,Terres de l'Ebre,Grip,3
2024-03-09,Terres de l'Ebre,Impetigen,1
2024-03-09,Terres de l'Ebre,Pneumònia,7
2024-03-09,No disponible,Faringoamigdalitis,9
2024-03-09,Catalunya Central,Escarlatina,2
2024-03-09,No disponible,Escarlatina,1
2024-03-09,No disponible,Bronquiolitis,1
2024-03-09,Catalunya Central,Faringoamigdalitis estreptocòccica,17
2024-03-09,Catalunya Central,Impetigen,1
2024-03-09,Catalunya Central,Pneumònia,12
2024-03-09,Girona,Altres IRA,208
2024-03-09,Girona,Bronquiolitis,1
2024-03-09,Girona,COVID-19,10
2024-03-09,Girona,Escarlatina,4
2024-03-09,Girona,Faringoamigdalitis,93
2024-03-09,Girona,Faringoamigdalitis estreptocòccica,43
2024-03-09,Girona,Grip,14
2024-03-09,Girona,Impetigen,6
2024-03-09,Girona,Pneumònia,13
2024-03-09,Lleida,Altres IRA,171
2024-03-09,Lleida,Bronquiolitis,2
2024-03-09,Lleida,COVID-19,7
2024-03-09,Lleida,Escarlatina,1
2024-03-09,Lleida,Faringoamigdalitis,65
2024-03-09,Lleida,Faringoamigdalitis estreptocòccica,18
2024-03-09,Lleida,Grip,4
2024-03-09,Lleida,Impetigen,3
2024-03-09,Lleida,Pneumònia,18
2024-03-09,No disponible,Altres IRA,17
2024-03-09,No disponible,COVID-19,1
2024-03-09,Camp de Tarragona,Altres IRA,183
2024-03-10,Girona,COVID-19,7
2024-03-10,Girona,Escarlatina,5
2024-03-10,Barcelona Metropolitana Nord,Bronquiolitis,3
2024-03-10,Barcelona Metropolitana Sud,Bronquiolitis,4
2024-03-10,Barcelona Metropolitana Sud,COVID-19,22
2024-03-10,Barcelona Metropolitana Sud,Escarlatina,1
2024-03-10,Barcelona Metropolitana Sud,Faringoamigdalitis,110
2024-03-10,Barcelona Metropolitana Sud,Faringoamigdalitis estreptocòccica,33
2024-03-10,Barcelona Metropolitana Sud,Grip,8
2024-03-10,Barcelona Metropolitana Sud,Impetigen,3
2024-03-10,Barcelona Metropolitana Sud,Pneumònia,32
2024-03-10,Barcelona Metropolitana Sud,Altres IRA,279
2024-03-10,Camp de Tarragona,Altres IRA,166
2024-03-10,Camp de Tarragona,COVID-19,7
2024-03-10,Camp de Tarragona,Escarlatina,2
2024-03-10,Camp de Tarragona,Faringoamigdalitis,70
2024-03-10,Camp de Tarragona,Faringoamigdalitis estreptocòccica,23
2024-03-10,Camp de Tarragona,Grip,6
2024-03-10,Camp de Tarragona,Impetigen,2
2024-03-10,Camp de Tarragona,Pneumònia,17
2024-03-10,Catalunya Central,Altres IRA,83
2024-03-10,Camp de Tarragona,Bronquiolitis,2
2024-03-10,Catalunya Central,Bronquiolitis,2
2024-03-10,Barcelona Metropolitana Nord,Pneumònia,35
2024-03-10,Barcelona Metropolitana Nord,Grip,25
2024-03-10,Alt Pirineu i Aran,Faringoamigdalitis,8
2024-03-10,Alt Pirineu i Aran,Faringoamigdalitis estreptocòccica,5
2024-03-10,Alt Pirineu i Aran,Impetigen,1
2024-03-10,Alt Pirineu i Aran,Pneumònia,3
2024-03-10,Barcelona Ciutat,Altres IRA,204
2024-03-10,Barcelona Ciutat,COVID-19,30
2024-03-10,Barcelona Ciutat,Escarlatina,3
2024-03-10,Barcelona Ciutat,Faringoamigdalitis,117
2024-03-10,Barcelona Metropolitana Nord,Impetigen,6
2024-03-10,Barcelona Ciutat,Faringoamigdalitis estreptocòccica,39
2024-03-10,Barcelona Ciutat,Impetigen,3
2024-03-10,Barcelona Ciutat,Pneumònia,27
2024-03-10,Barcelona Metropolitana Nord,Altres IRA,467
2024-03-10,Girona,Faringoamigdalitis estreptocòccica,33
2024-03-10,Barcelona Metropolitana Nord,COVID-19,51
2024-03-10,Barcelona Metropolitana Nord,Escarlatina,6
2024-03-10,Barcelona Metropolitana Nord,Faringoamigdalitis,178
2024-03-10,Barcelona Metropolitana Nord,Faringoamigdalitis estreptocòccica,68
2024-03-10,Barcelona Ciutat,Grip,25
2024-03-10,Catalunya Central,COVID-19,9
2024-03-10,Girona,Grip,8
2024-03-10,Girona,Impetigen,6
2024-03-10,Penedès,Impetigen,2
2024-03-10,Penedès,Pneumònia,5
2024-03-10,Terres de l'Ebre,Altres IRA,80
2024-03-10,Terres de l'Ebre,Bronquiolitis,1
2024-03-10,Terres de l'Ebre,COVID-19,5
2024-03-10,Girona,Faringoamigdalitis,88
2024-03-10,Girona,Bronquiolitis,2
2024-03-10,Catalunya Central,Pneumònia,10
2024-03-10,Penedès,Grip,10
2024-03-10,Catalunya Central,Impetigen,1
2024-03-10,Alt Pirineu i Aran,COVID-19,1
2024-03-10,Terres de l'Ebre,Pneumònia,1
2024-03-10,Terres de l'Ebre,Impetigen,1
2024-03-10,Terres de l'Ebre,Grip,2
2024-03-10,Terres de l'Ebre,Faringoamigdalitis estreptocòccica,14
2024-03-10,Terres de l'Ebre,Faringoamigdalitis,32
2024-03-10,Catalunya Central,Escarlatina,2
2024-03-10,Terres de l'Ebre,Escarlatina,1
2024-03-10,Alt Pirineu i Aran,Altres IRA,23
2024-03-10,Penedès,Faringoamigdalitis estreptocòccica,15
2024-03-10,Girona,Altres IRA,241
2024-03-10,Penedès,COVID-19,8
2024-03-10,Penedès,Faringoamigdalitis,38
2024-03-10,Lleida,COVID-19,6
2024-03-10,Lleida,Faringoamigdalitis,71
2024-03-10,Lleida,Faringoamigdalitis estreptocòccica,30
2024-03-10,Lleida,Grip,3
2024-03-10,Lleida,Altres IRA,157
2024-03-10,Lleida,Pneumònia,8
2024-03-10,No disponible,Altres IRA,24
2024-03-10,No disponible,Bronquiolitis,1
2024-03-10,Lleida,Impetigen,2
2024-03-10,Penedès,Bronquiolitis,1
2024-03-10,No disponible,Faringoamigdalitis,5
2024-03-10,Penedès,Altres IRA,131
2024-03-10,No disponible,Pneumònia,2
2024-03-10,Catalunya Central,Grip,4
2024-03-10,Girona,Pneumònia,9
2024-03-10,Catalunya Central,Faringoamigdalitis,45
2024-03-10,No disponible,Grip,2
2024-03-10,No disponible,Faringoamigdalitis estreptocòccica,3
2024-03-10,Catalunya Central,Faringoamigdalitis estreptocòccica,18
2024-03-11,Camp de Tarragona,Faringoamigdalitis,173
2024-03-11,Camp de Tarragona,Faringoamigdalitis estreptocòccica,79
2024-03-11,Camp de Tarragona,Grip,48
2024-03-11,Camp de Tarragona,Impetigen,12
2024-03-11,Camp de Tarragona,Pneumònia,42
2024-03-11,Catalunya Central,Altres IRA,447
2024-03-11,Catalunya Central,Bronquiolitis,7
2024-03-11,Catalunya Central,COVID-19,9
2024-03-11,Camp de Tarragona,Escarlatina,12
2024-03-11,Girona,Escarlatina,11
2024-03-11,Catalunya Central,Faringoamigdalitis estreptocòccica,69
2024-03-11,Catalunya Central,Grip,37
2024-03-11,Catalunya Central,Impetigen,6
2024-03-11,Catalunya Central,Pneumònia,46
2024-03-11,Girona,Altres IRA,860
2024-03-11,Girona,Bronquiolitis,20
2024-03-11,Girona,COVID-19,33
2024-03-11,Girona,Faringoamigdalitis,221
2024-03-11,Camp de Tarragona,COVID-19,23
2024-03-11,Catalunya Central,Escarlatina,12
2024-03-11,Camp de Tarragona,Bronquiolitis,8
2024-03-11,Barcelona Metropolitana Nord,Faringoamigdalitis,618
2024-03-11,Barcelona Metropolitana Sud,Pneumònia,111
2024-03-11,Barcelona Ciutat,Faringoamigdalitis estreptocòccica,146
2024-03-11,Barcelona Ciutat,Faringoamigdalitis,387
2024-03-11,Barcelona Ciutat,Escarlatina,12
2024-03-11,Barcelona Ciutat,COVID-19,103
2024-03-11,Barcelona Ciutat,Bronquiolitis,21
2024-03-11,Barcelona Ciutat,Altres IRA,1770
2024-03-11,Barcelona Ciutat,Grip,136
2024-03-11,Alt Pirineu i Aran,Pneumònia,9
2024-03-11,Alt Pirineu i Aran,Faringoamigdalitis estreptocòccica,17
2024-03-11,Alt Pirineu i Aran,Faringoamigdalitis,22
2024-03-11,Alt Pirineu i Aran,Escarlatina,3
2024-03-11,Alt Pirineu i Aran,COVID-19,3
2024-03-11,Alt Pirineu i Aran,Bronquiolitis,5
2024-03-11,Alt Pirineu i Aran,Altres IRA,90
2024-03-11,Alt Pirineu i Aran,Grip,12
2024-03-11,Barcelona Ciutat,Impetigen,46
2024-03-11,Barcelona Ciutat,Pneumònia,147
2024-03-11,Barcelona Metropolitana Nord,Altres IRA,2592
2024-03-11,Barcelona Metropolitana Sud,Impetigen,34
2024-03-11,Barcelona Metropolitana Sud,Grip,99
2024-03-11,Barcelona Metropolitana Sud,Faringoamigdalitis estreptocòccica,151
2024-03-11,Barcelona Metropolitana Sud,Faringoamigdalitis,365
2024-03-11,Barcelona Metropolitana Sud,Escarlatina,21
2024-03-11,Barcelona Metropolitana Sud,COVID-19,58
2024-03-11,Barcelona Metropolitana Sud,Bronquiolitis,23
2024-03-11,Barcelona Metropolitana Sud,Altres IRA,1474
2024-03-11,Barcelona Metropolitana Nord,Pneumònia,152
2024-03-11,Barcelona Metropolitana Nord,Impetigen,50
2024-03-11,Barcelona Metropolitana Nord,Grip,174
2024-03-11,Barcelona Metropolitana Nord,Faringoamigdalitis estreptocòccica,258
2024-03-11,Barcelona Metropolitana Nord,Escarlatina,34
2024-03-11,Barcelona Metropolitana Nord,COVID-19,108
2024-03-11,Barcelona Metropolitana Nord,Bronquiolitis,35
2024-03-11,Camp de Tarragona,Altres IRA,663
2024-03-11,Terres de l'Ebre,Escarlatina,3
2024-03-11,Catalunya Central,Faringoamigdalitis,137
2024-03-11,No disponible,Escarlatina,2
2024-03-11,No disponible,Grip,3
2024-03-11,No disponible,Faringoamigdalitis estreptocòccica,4
2024-03-11,No disponible,Faringoamigdalitis,12
2024-03-11,Girona,Grip,39
2024-03-11,Terres de l'Ebre,COVID-19,11
2024-03-11,No disponible,COVID-19,2
2024-03-11,No disponible,Altres IRA,36
2024-03-11,Lleida,Pneumònia,39
2024-03-11,Lleida,Impetigen,2
2024-03-11,Lleida,Grip,22
2024-03-11,Lleida,Faringoamigdalitis estreptocòccica,58
2024-03-11,Lleida,Faringoamigdalitis,154
2024-03-11,Lleida,Escarlatina,8
2024-03-11,Lleida,COVID-19,20
2024-03-11,Lleida,Bronquiolitis,7
2024-03-11,Lleida,Altres IRA,515
2024-03-11,Penedès,Faringoamigdalitis estreptocòccica,60
2024-03-11,Penedès,Altres IRA,590
2024-03-11,Girona,Pneumònia,60
2024-03-11,Penedès,Bronquiolitis,6
2024-03-11,Girona,Faringoamigdalitis estreptocòccica,98
2024-03-11,Terres de l'Ebre,Bronquiolitis,4
2024-03-11,Terres de l'Ebre,Altres IRA,228
2024-03-11,Penedès,Pneumònia,38
2024-03-11,Penedès,Impetigen,16
2024-03-11,Penedès,Grip,46
2024-03-11,Penedès,COVID-19,12
2024-03-11,Girona,Impetigen,33
2024-03-11,Penedès,Escarlatina,10
2024-03-11,Terres de l'Ebre,Pneumònia,10
2024-03-11,Terres de l'Ebre,Impetigen,8
2024-03-11,Terres de l'Ebre,Grip,10
2024-03-11,Terres de l'Ebre,Faringoamigdalitis estreptocòccica,22
2024-03-11,Terres de l'Ebre,Faringoamigdalitis,56
2024-03-11,Penedès,Faringoamigdalitis,161
2024-03-12,Camp de Tarragona,Grip,34
2024-03-12,Catalunya Central,Altres IRA,392
2024-03-12,Catalunya Central,Bronquiolitis,6
2024-03-12,Catalunya Central,COVID-19,15
2024-03-12,Camp de Tarragona,Pneumònia,37
2024-03-12,Alt Pirineu i Aran,Altres IRA,65
2024-03-12,Camp de Tarragona,Faringoamigdalitis estreptocòccica,64
2024-03-12,Camp de Tarragona,Faringoamigdalitis,163
2024-03-12,Camp de Tarragona,Escarlatina,4
2024-03-12,Camp de Tarragona,COVID-19,23
2024-03-12,Camp de Tarragona,Bronquiolitis,8
2024-03-12,Camp de Tarragona,Altres IRA,653
2024-03-12,Barcelona Metropolitana Sud,Pneumònia,61
2024-03-12,Barcelona Metropolitana Sud,Impetigen,24
2024-03-12,Catalunya Central,Escarlatina,7
2024-03-12,Catalunya Central,Faringoamigdalitis,97
2024-03-12,Catalunya Central,Pneumònia,18
2024-03-12,Catalunya Central,Grip,24
2024-03-12,Terres de l'Ebre,Impetigen,5
2024-03-12,Terres de l'Ebre,Grip,13
2024-03-12,Terres de l'Ebre,Faringoamigdalitis estreptocòccica,32
2024-03-12,Terres de l'Ebre,Faringoamigdalitis,66
2024-03-12,Terres de l'Ebre,COVID-19,3
2024-03-12,Terres de l'Ebre,Bronquiolitis,2
2024-03-12,Terres de l'Ebre,Altres IRA,220
2024-03-12,Penedès,Pneumònia,28
2024-03-12,Penedès,Impetigen,13
2024-03-12,Penedès,Grip,42
2024-03-12,Penedès,Faringoamigdalitis estreptocòccica,46
2024-03-12,Penedès,Faringoamigdalitis,122
2024-03-12,Penedès,Escarlatina,8
2024-03-12,Penedès,COVID-19,17
2024-03-12,Penedès,Bronquiolitis,8
2024-03-12,Penedès,Altres IRA,544
2024-03-12,No disponible,Pneumònia,2
2024-03-12,No disponible,Impetigen,1
2024-03-12,No disponible,Grip,4
2024-03-12,Terres de l'Ebre,Pneumònia,9
2024-03-12,No disponible,Faringoamigdalitis estreptocòccica,3
2024-03-12,No disponible,Faringoamigdalitis,12
2024-03-12,No disponible,Altres IRA,39
2024-03-12,Catalunya Central,Impetigen,3
2024-03-12,Barcelona Metropolitana Sud,Grip,59
2024-03-12,Girona,Altres IRA,719
2024-03-12,Girona,Bronquiolitis,12
2024-03-12,Girona,COVID-19,27
2024-03-12,Girona,Escarlatina,4
2024-03-12,Girona,Faringoamigdalitis,194
2024-03-12,Girona,Faringoamigdalitis estreptocòccica,81
2024-03-12,Girona,Grip,48
2024-03-12,Catalunya Central,Faringoamigdalitis estreptocòccica,45
2024-03-12,Girona,Impetigen,33
2024-03-12,Lleida,Altres IRA,433
2024-03-12,Lleida,Bronquiolitis,5
2024-03-12,Lleida,COVID-19,22
2024-03-12,Lleida,Escarlatina,6
2024-03-12,Lleida,Faringoamigdalitis,120
2024-03-12,Lleida,Faringoamigdalitis estreptocòccica,43
2024-03-12,Lleida,Grip,20
2024-03-12,Lleida,Impetigen,6
2024-03-12,Lleida,Pneumònia,38
2024-03-12,Girona,Pneumònia,57
2024-03-12,Barcelona Metropolitana Sud,Faringoamigdalitis estreptocòccica,113
2024-03-12,Camp de Tarragona,Impetigen,15
2024-03-12,Alt Pirineu i Aran,COVID-19,2
2024-03-12,Barcelona Ciutat,Bronquiolitis,19
2024-03-12,Barcelona Ciutat,Altres IRA,1600
2024-03-12,Alt Pirineu i Aran,Pneumònia,8
2024-03-12,Alt Pirineu i Aran,Impetigen,1
2024-03-12,Alt Pirineu i Aran,Grip,6
2024-03-12,Alt Pirineu i Aran,Faringoamigdalitis estreptocòccica,11
2024-03-12,Alt Pirineu i Aran,Faringoamigdalitis,21
2024-03-12,Alt Pirineu i Aran,Escarlatina,3
2024-03-12,Barcelona Ciutat,Pneumònia,102
2024-03-12,Alt Pirineu i Aran,Bronquiolitis,1
2024-03-12,Barcelona Metropolitana Sud,Faringoamigdalitis,316
2024-03-12,Barcelona Metropolitana Nord,Altres IRA,2285
2024-03-12,Barcelona Metropolitana Nord,Bronquiolitis,24
2024-03-12,Barcelona Ciutat,Escarlatina,7
2024-03-12,Barcelona Metropolitana Nord,Escarlatina,21
2024-03-12,Barcelona Metropolitana Nord,COVID-19,79
2024-03-12,Barcelona Metropolitana Nord,Faringoamigdalitis estreptocòccica,182
2024-03-12,Barcelona Ciutat,Impetigen,25
2024-03-12,Barcelona Ciutat,Grip,135
2024-03-12,Barcelona Ciutat,COVID-19,79
2024-03-12,Barcelona Ciutat,Faringoamigdalitis estreptocòccica,112
2024-03-12,Barcelona Ciutat,Faringoamigdalitis,353
2024-03-12,Barcelona Metropolitana Nord,Faringoamigdalitis,551
2024-03-12,Barcelona Metropolitana Sud,COVID-19,41
2024-03-12,Barcelona Metropolitana Sud,Escarlatina,15
2024-03-12,Barcelona Metropolitana Sud,Altres IRA,1204
2024-03-12,Barcelona Metropolitana Nord,Pneumònia,146
2024-03-12,Barcelona Metropolitana Nord,Impetigen,60
2024-03-12,Barcelona Metropolitana Nord,Grip,122
2024-03-12,Barcelona Metropolitana Sud,Bronquiolitis,18
2024-03-13,Penedès,Impetigen,11
2024-03-13,Penedès,Grip,51
2024-03-13,Penedès,Pneumònia,27
2024-03-13,Terres de l'Ebre,Altres IRA,204
2024-03-13,Terres de l'Ebre,Bronquiolitis,2
2024-03-13,Barcelona Metropolitana Sud,Pneumònia,93
2024-03-13,Terres de l'Ebre,Escarlatina,2
2024-03-13,Terres de l'Ebre,Faringoamigdalitis,74
2024-03-13,Terres de l'Ebre,Faringoamigdalitis estreptocòccica,26
2024-03-13,Terres de l'Ebre,Grip,16
2024-03-13,Terres de l'Ebre,Impetigen,2
2024-03-13,Terres de l'Ebre,Pneumònia,6
2024-03-13,Alt Pirineu i Aran,Altres IRA,56
2024-03-13,Alt Pirineu i Aran,Bronquiolitis,2
2024-03-13,Terres de l'Ebre,COVID-19,3
2024-03-13,Penedès,Faringoamigdalitis estreptocòccica,35
2024-03-13,Lleida,Impetigen,7
2024-03-13,Penedès,Escarlatina,10
2024-03-13,Girona,Faringoamigdalitis,199
2024-03-13,Girona,Faringoamigdalitis estreptocòccica,92
2024-03-13,Girona,Grip,40
2024-03-13,Girona,Impetigen,15
2024-03-13,Girona,Pneumònia,45
2024-03-13,Lleida,Altres IRA,451
2024-03-13,Lleida,Bronquiolitis,10
2024-03-13,Lleida,COVID-19,13
2024-03-13,Lleida,Escarlatina,2
2024-03-13,Lleida,Faringoamigdalitis,146
2024-03-13,Penedès,Faringoamigdalitis,105
2024-03-13,Lleida,Faringoamigdalitis estreptocòccica,33
2024-03-13,Alt Pirineu i Aran,COVID-19,2
2024-03-13,Lleida,Pneumònia,30
2024-03-13,No disponible,Altres IRA,40
2024-03-13,No disponible,Bronquiolitis,1
2024-03-13,No disponible,Faringoamigdalitis,14
2024-03-13,No disponible,Faringoamigdalitis estreptocòccica,4
2024-03-13,No disponible,Grip,6
2024-03-13,Penedès,Altres IRA,440
2024-03-13,Penedès,Bronquiolitis,7
2024-03-13,Penedès,COVID-19,11
2024-03-13,Lleida,Grip,16
2024-03-13,Alt Pirineu i Aran,Escarlatina,1
2024-03-13,Girona,Bronquiolitis,9
2024-03-13,Alt Pirineu i Aran,Faringoamigdalitis estreptocòccica,5
2024-03-13,Barcelona Metropolitana Nord,Bronquiolitis,16
2024-03-13,Barcelona Metropolitana Nord,COVID-19,75
2024-03-13,Barcelona Metropolitana Nord,Escarlatina,19
2024-03-13,Catalunya Central,COVID-19,10
2024-03-13,Catalunya Central,Bronquiolitis,5
2024-03-13,Catalunya Central,Altres IRA,340
2024-03-13,Camp de Tarragona,Pneumònia,32
2024-03-13,Camp de Tarragona,Impetigen,12
2024-03-13,Barcelona Metropolitana Nord,Faringoamigdalitis,551
2024-03-13,Barcelona Metropolitana Nord,Faringoamigdalitis estreptocòccica,205
2024-03-13,Barcelona Metropolitana Nord,Altres IRA,2059
2024-03-13,Barcelona Metropolitana Nord,Grip,126
2024-03-13,Barcelona Metropolitana Nord,Pneumònia,108
2024-03-13,Barcelona Metropolitana Sud,Altres IRA,1131
2024-03-13,Barcelona Metropolitana Sud,Bronquiolitis,12
2024-03-13,Barcelona Metropolitana Sud,COVID-19,39
2024-03-13,Girona,Escarlatina,6
2024-03-13,Barcelona Metropolitana Sud,Escarlatina,7
2024-03-13,Barcelona Metropolitana Sud,Faringoamigdalitis,311
2024-03-13,Barcelona Metropolitana Sud,Faringoamigdalitis estreptocòccica,111
2024-03-13,Barcelona Metropolitana Sud,Grip,49
2024-03-13,Barcelona Metropolitana Sud,Impetigen,26
2024-03-13,Barcelona Metropolitana Nord,Impetigen,58
2024-03-13,Alt Pirineu i Aran,Faringoamigdalitis,14
2024-03-13,Barcelona Ciutat,Pneumònia,111
